shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
701:93,47.976650,-122.203300,170023,28719.41
701:93,47.976650,-122.203180,170024,28728.37
701:93,47.976660,-122.202890,170025,28750.05
701:93,47.976670,-122.202450,170026,28782.90
701:93,47.976670,-122.202340,170027,28791.10
701:93,47.976670,-122.202230,170028,28799.33
701:93,47.976680,-122.201480,170029,28855.32
701:93,47.976690,-122.201140,170030,28880.71
701:93,47.976690,-122.200860,170031,28901.62
701:93,47.976700,-122.200400,170032,28935.97
701:93,47.976700,-122.200060,170033,28961.36
701:93,47.976710,-122.199520,170034,29001.69
701:93,47.976720,-122.198810,170035,29054.69
701:93,47.976730,-122.198490,170036,29078.59
701:93,47.976520,-122.198490,170037,29101.91
701:93,47.976340,-122.198480,170038,29121.93
701:93,47.975940,-122.198460,170039,29166.43
701:93,47.975670,-122.198430,170040,29196.55
701:93,47.975360,-122.198390,170041,29231.17
701:93,47.975260,-122.198350,170042,29242.66
701:93,47.975100,-122.198290,170043,29261.01
701:93,47.974950,-122.198230,170044,29278.29
701:93,47.974870,-122.198190,170045,29287.65
701:93,47.974780,-122.198130,170046,29298.62
701:93,47.974690,-122.198070,170047,29309.60
701:93,47.974400,-122.197870,170048,29345.11
701:93,47.974090,-122.197690,170049,29382.11
701:93,47.973890,-122.197590,170050,29405.58
701:93,47.973650,-122.197470,170051,29433.71
701:93,47.973700,-122.197260,170052,29450.35
701:93,47.973750,-122.197030,170053,29468.40
701:93,47.973700,-122.196920,170054,29478.30
701:93,47.973405,-122.196795,170055,29512.38
701:94,47.763818,-122.322605,10001,0.00
701:94,47.763705,-122.322632,10002,12.80
701:94,47.763637,-122.322634,10003,20.30
701:94,47.763576,-122.322583,10004,28.13
701:94,47.763220,-122.322680,10005,68.34
701:94,47.763220,-122.322970,10006,90.10
701:94,47.763220,-122.323090,10007,99.09
701:94,47.763230,-122.323690,10008,144.05
701:94,47.763240,-122.323920,10009,161.33
701:94,47.763250,-122.324320,10010,191.35
701:94,47.763260,-122.324810,10011,228.08
701:94,47.763260,-122.325320,10012,266.30
701:94,47.763260,-122.325910,10013,310.53
701:94,47.763260,-122.326930,10014,386.97
701:94,47.763270,-122.328270,10015,487.47
701:94,47.763270,-122.328510,10016,505.45
701:94,47.763270,-122.329620,10017,588.66
701:94,47.763270,-122.330870,10018,682.39
701:94,47.763270,-122.331460,10019,726.61
701:94,47.763270,-122.331710,10020,745.33
701:94,47.763280,-122.332310,10021,790.32
701:94,47.763290,-122.333990,10022,916.26
701:94,47.763290,-122.334450,10023,950.73
701:94,47.763280,-122.335040,10024,994.99
701:94,47.763670,-122.335050,10025,1038.36
701:94,47.763950,-122.335060,10026,1069.48
701:94,47.764760,-122.335080,10027,1159.55
701:94,47.765370,-122.335100,10028,1227.40
701:94,47.766040,-122.335110,10029,1301.89
701:94,47.766890,-122.335120,10030,1396.38
701:94,47.767050,-122.335130,10031,1414.18
701:94,47.767160,-122.335130,10032,1426.43
701:94,47.767730,-122.335150,10033,1489.80
701:94,47.767830,-122.335150,10034,1500.93
701:94,47.768260,-122.335160,10035,1548.75
701:94,47.768380,-122.335160,10036,1562.07
701:94,47.768610,-122.335160,10037,1587.64
701:94,47.768880,-122.335170,10038,1617.66
701:94,47.769180,-122.335180,10039,1651.04
701:94,47.769510,-122.335180,10040,1687.71
701:94,47.769590,-122.335180,10041,1696.61
701:94,47.770040,-122.335190,10042,1746.66
701:94,47.770290,-122.335190,10043,1774.42
701:94,47.770560,-122.335190,10044,1804.45
701:94,47.771900,-122.335230,10045,1953.46
701:94,47.772380,-122.335230,10046,2006.83
701:94,47.772700,-122.335240,10047,2042.40
701:94,47.772940,-122.335240,10048,2069.07
701:94,47.773030,-122.335240,10049,2079.10
701:94,47.773190,-122.335240,10050,2096.87
701:94,47.773870,-122.335250,10051,2172.49
701:94,47.774180,-122.335260,10052,2206.97
701:94,47.774180,-122.335890,10053,2254.18
701:94,47.774180,-122.336170,10054,2275.15
701:94,47.774180,-122.336810,10055,2323.12
701:94,47.774180,-122.337950,10056,2408.56
701:94,47.774190,-122.340730,10057,2616.92
701:94,47.774190,-122.341010,10058,2637.89
701:94,47.774190,-122.341130,10059,2646.88
701:94,47.774190,-122.341246,10060,2655.57
701:94,47.774190,-122.341340,20002,2662.61
701:94,47.774190,-122.341450,20003,2670.87
701:94,47.774190,-122.341660,20004,2686.60
701:94,47.774190,-122.341880,20005,2703.09
701:94,47.774190,-122.342230,20006,2729.30
701:94,47.774190,-122.342560,20007,2754.05
701:94,47.774190,-122.342840,20008,2775.02
701:94,47.774190,-122.343630,20009,2834.21
701:94,47.774190,-122.343880,20010,2852.96
701:94,47.774190,-122.344430,20011,2894.17
701:94,47.774190,-122.344610,20012,2907.67
701:94,47.774190,-122.344840,20013,2924.89
701:94,47.774190,-122.345270,20014,2957.11
701:94,47.774190,-122.345470,20015,2972.10
701:94,47.774180,-122.346050,20016,3015.57
701:94,47.774220,-122.346050,20017,3020.02
701:94,47.774690,-122.346060,20018,3072.29
701:94,47.774800,-122.346060,20019,3084.51
701:94,47.775000,-122.346060,20020,3106.73
701:94,47.775110,-122.346060,20021,3118.96
701:94,47.775340,-122.346060,20022,3144.53
701:94,47.775470,-122.346060,20023,3158.98
701:94,47.775590,-122.346070,20024,3172.33
701:94,47.775680,-122.346070,20025,3182.36
701:94,47.775780,-122.346070,20026,3193.45
701:94,47.775910,-122.346070,20027,3207.90
701:94,47.776170,-122.346080,20028,3236.82
701:94,47.776430,-122.346100,20029,3265.78
701:94,47.776810,-122.346120,20030,3308.06
701:94,47.776890,-122.346130,20031,3316.99
701:94,47.777070,-122.346140,20032,3337.01
701:94,47.777380,-122.346170,20033,3371.55
701:94,47.777450,-122.346180,20034,3379.38
701:94,47.777800,-122.346230,20035,3418.48
701:94,47.778100,-122.346270,20036,3451.98
701:94,47.778470,-122.346300,20037,3493.19
701:94,47.778580,-122.346300,20038,3505.41
701:94,47.778910,-122.346280,20039,3542.14
701:94,47.779200,-122.346250,20040,3574.45
701:94,47.779320,-122.346230,20041,3587.86
701:94,47.779430,-122.346210,20042,3600.21
701:94,47.779520,-122.346190,20043,3610.33
701:94,47.779630,-122.346150,20044,3622.91
701:94,47.779740,-122.346100,20045,3635.72
701:94,47.780020,-122.345960,20046,3668.57
701:94,47.780110,-122.345920,20047,3679.03
701:94,47.780210,-122.345870,20048,3690.76
701:94,47.780320,-122.345810,20049,3703.78
701:94,47.780410,-122.345750,20050,3714.75
701:94,47.780600,-122.345630,20051,3737.73
701:94,47.780730,-122.345540,20052,3753.67
701:94,47.780860,-122.345440,20053,3769.98
701:94,47.781010,-122.345320,20054,3788.94
701:94,47.781180,-122.345180,20055,3810.55
701:94,47.781280,-122.345090,20056,3823.53
701:94,47.781460,-122.344940,20057,3846.51
701:94,47.781730,-122.344710,20058,3881.11
701:94,47.781800,-122.344650,20059,3890.10
701:94,47.781950,-122.344530,20060,3909.06
701:94,47.782020,-122.344470,20061,3918.02
701:94,47.782110,-122.344400,20062,3929.33
701:94,47.782190,-122.344330,20063,3939.66
701:94,47.782270,-122.344270,20064,3949.63
701:94,47.782330,-122.344220,20065,3957.28
701:94,47.782380,-122.344180,20066,3963.59
701:94,47.782470,-122.344110,20067,3974.90
701:94,47.782580,-122.344030,20068,3988.49
701:94,47.782720,-122.343930,20069,4005.77
701:94,47.782830,-122.343850,20070,4019.37
701:94,47.782950,-122.343760,20071,4034.33
701:94,47.783280,-122.343530,20072,4074.87
701:94,47.783617,-122.343288,20073,4116.51
701:94,47.783670,-122.343250,30002,4123.03
701:94,47.783730,-122.343200,30003,4130.68
701:94,47.783910,-122.343070,30004,4152.93
701:94,47.784210,-122.342850,30005,4190.15
701:94,47.784480,-122.342660,30006,4223.34
701:94,47.784690,-122.342520,30007,4248.97
701:94,47.784770,-122.342460,30008,4258.91
701:94,47.784900,-122.342370,30009,4274.85
701:94,47.785060,-122.342250,30010,4294.78
701:94,47.786350,-122.341320,30011,4454.26
701:94,47.786540,-122.341180,30012,4477.82
701:94,47.786900,-122.340920,30013,4522.32
701:94,47.787440,-122.340540,30014,4588.76
701:94,47.787580,-122.340440,30015,4606.05
701:94,47.787730,-122.340330,30016,4624.67
701:94,47.787890,-122.340210,30017,4644.60
701:94,47.788030,-122.340110,30018,4661.85
701:94,47.788150,-122.340030,30019,4676.49
701:94,47.788480,-122.339790,30020,4717.33
701:94,47.788670,-122.339650,30021,4740.92
701:94,47.788750,-122.339590,30022,4750.89
701:94,47.789240,-122.339240,30023,4811.33
701:94,47.789400,-122.339120,30024,4831.26
701:94,47.789720,-122.338890,30025,4870.80
701:94,47.789860,-122.338790,30026,4888.08
701:94,47.789930,-122.338740,30027,4896.70
701:94,47.790110,-122.338610,30028,4918.95
701:94,47.790560,-122.338290,30029,4974.43
701:94,47.790770,-122.338140,30030,5000.34
701:94,47.791120,-122.337890,30031,5043.53
701:94,47.791230,-122.337810,30032,5057.15
701:94,47.791320,-122.337740,30033,5068.46
701:94,47.791420,-122.337670,30034,5080.74
701:94,47.791490,-122.337620,30035,5089.40
701:94,47.791560,-122.337570,30036,5098.05
701:94,47.791670,-122.337490,30037,5111.68
701:94,47.791780,-122.337410,30038,5125.30
701:94,47.791890,-122.337340,30039,5138.62
701:94,47.791990,-122.337270,30040,5150.91
701:94,47.792360,-122.337000,30041,5196.75
701:94,47.792560,-122.336850,30042,5221.68
701:94,47.792680,-122.336770,30043,5236.28
701:94,47.792890,-122.336620,30044,5262.22
701:94,47.792980,-122.336550,30045,5273.53
701:94,47.793200,-122.336380,30046,5301.11
701:94,47.793300,-122.336310,30047,5313.40
701:94,47.793760,-122.335980,30048,5370.21
701:94,47.794110,-122.335720,30049,5413.74
701:94,47.794290,-122.335590,30050,5435.99
701:94,47.794400,-122.335520,30051,5449.28
701:94,47.794600,-122.335370,30052,5474.18
701:94,47.794730,-122.335280,30053,5490.15
701:94,47.794840,-122.335200,30054,5503.77
701:94,47.795020,-122.335070,30055,5526.02
701:94,47.795210,-122.334930,30056,5549.62
701:94,47.795350,-122.334830,30057,5566.90
701:94,47.795470,-122.334750,30058,5581.53
701:94,47.795550,-122.334690,30059,5591.46
701:94,47.795990,-122.334380,30060,5645.63
701:94,47.796270,-122.334180,30061,5680.19
701:94,47.796410,-122.334070,30062,5697.78
701:94,47.796720,-122.333850,30063,5735.97
701:94,47.796770,-122.333810,30064,5742.31
701:94,47.796840,-122.333760,30065,5750.94
701:94,47.797100,-122.333560,30066,5783.52
701:94,47.797340,-122.333380,30067,5813.42
701:94,47.797470,-122.333290,30068,5829.36
701:94,47.797580,-122.333210,30069,5842.95
701:94,47.797750,-122.333090,30070,5863.86
701:94,47.797910,-122.332980,30071,5883.46
701:94,47.797990,-122.332920,30072,5893.43
701:94,47.798260,-122.332730,30073,5926.65
701:94,47.798630,-122.332460,30074,5972.49
701:94,47.799070,-122.332140,30075,6026.99
701:94,47.799150,-122.332090,30076,6036.62
701:94,47.799230,-122.332030,30077,6046.59
701:94,47.799290,-122.331990,30078,6053.91
701:94,47.799630,-122.331750,30079,6095.76
701:94,47.799900,-122.331560,30080,6128.98
701:94,47.800510,-122.331120,30081,6204.39
701:94,47.800550,-122.331090,30082,6209.35
701:94,47.800890,-122.330850,30083,6251.20
701:94,47.801230,-122.330610,30084,6293.05
701:94,47.801610,-122.330330,30085,6340.21
701:94,47.801800,-122.330190,30086,6363.83
701:94,47.802020,-122.330030,30087,6391.05
701:94,47.802160,-122.329930,30088,6408.33
701:94,47.802270,-122.329850,30089,6421.98
701:94,47.802350,-122.329800,30090,6431.62
701:94,47.802520,-122.329680,30091,6452.52
701:94,47.802570,-122.329640,30092,6458.86
701:94,47.802860,-122.329430,30093,6494.71
701:94,47.803220,-122.329160,30094,6539.54
701:94,47.803370,-122.329050,30095,6558.17
701:94,47.803580,-122.328900,30096,6584.11
701:94,47.803617,-122.328875,30097,6588.59
701:94,47.803740,-122.328790,40002,6603.71
701:94,47.803890,-122.328680,40003,6622.33
701:94,47.804020,-122.328590,40004,6638.30
701:94,47.804140,-122.328510,40005,6652.90
701:94,47.804190,-122.328470,40006,6659.21
701:94,47.804420,-122.328310,40007,6687.46
701:94,47.804470,-122.328270,40008,6693.77
701:94,47.804580,-122.328190,40009,6707.40
701:94,47.804760,-122.328050,40010,6730.01
701:94,47.804830,-122.328000,40011,6738.67
701:94,47.804860,-122.327980,40012,6742.30
701:94,47.805490,-122.327530,40013,6820.02
701:94,47.805600,-122.327450,40014,6833.62
701:94,47.805850,-122.327270,40015,6864.52
701:94,47.806090,-122.327090,40016,6894.42
701:94,47.806180,-122.327030,40017,6905.40
701:94,47.806400,-122.326870,40018,6932.61
701:94,47.806850,-122.326540,40019,6988.45
701:94,47.807130,-122.326340,40020,7022.99
701:94,47.807260,-122.326250,40021,7038.93
701:94,47.807450,-122.326120,40022,7062.19
701:94,47.807600,-122.326010,40023,7080.81
701:94,47.807710,-122.325930,40024,7094.40
701:94,47.807860,-122.325820,40025,7113.03
701:94,47.808090,-122.325660,40026,7141.28
701:94,47.808190,-122.325590,40027,7153.59
701:94,47.808340,-122.325480,40028,7172.16
701:94,47.808390,-122.325440,40029,7178.50
701:94,47.808750,-122.325190,40030,7222.69
701:94,47.808830,-122.325130,40031,7232.66
701:94,47.809080,-122.324950,40032,7263.54
701:94,47.809260,-122.324820,40033,7285.79
701:94,47.809320,-122.324770,40034,7293.44
701:94,47.809390,-122.324720,40035,7302.06
701:94,47.809630,-122.324540,40036,7331.96
701:94,47.809690,-122.324500,40037,7339.28
701:94,47.809760,-122.324450,40038,7347.90
701:94,47.809830,-122.324400,40039,7356.56
701:94,47.809900,-122.324350,40040,7365.22
701:94,47.810030,-122.324250,40041,7381.49
701:94,47.810180,-122.324140,40042,7400.12
701:94,47.810460,-122.323940,40043,7434.68
701:94,47.810630,-122.323820,40044,7455.59
701:94,47.811050,-122.323520,40045,7507.38
701:94,47.811180,-122.323420,40046,7523.68
701:94,47.811360,-122.323290,40047,7545.93
701:94,47.811410,-122.323250,40048,7552.24
701:94,47.811690,-122.323050,40049,7586.81
701:94,47.811780,-122.322990,40050,7597.78
701:94,47.812040,-122.322800,40051,7630.03
701:94,47.812240,-122.322660,40052,7654.59
701:94,47.812330,-122.322590,40053,7665.90
701:94,47.812680,-122.322340,40054,7709.09
701:94,47.812750,-122.322290,40055,7717.75
701:94,47.812950,-122.322140,40056,7742.65
701:94,47.813050,-122.322070,40057,7754.93
701:94,47.813110,-122.322020,40058,7762.59
701:94,47.813320,-122.321850,40059,7789.16
701:94,47.813390,-122.321800,40060,7797.82
701:94,47.813560,-122.321660,40061,7819.43
701:94,47.813640,-122.321600,40062,7829.40
701:94,47.813720,-122.321540,40063,7839.36
701:94,47.813820,-122.321460,40064,7851.98
701:94,47.814020,-122.321300,40065,7877.22
701:94,47.814480,-122.320900,40066,7936.50
701:94,47.814590,-122.320800,40067,7950.86
701:94,47.814660,-122.320740,40068,7959.82
701:94,47.814860,-122.320570,40069,7985.45
701:94,47.814930,-122.320510,40070,7994.45
701:94,47.815080,-122.320380,40071,8013.77
701:94,47.815130,-122.320340,40072,8020.08
701:94,47.815280,-122.320210,40073,8039.40
701:94,47.815390,-122.320110,40074,8053.73
701:94,47.815810,-122.319740,40075,8108.05
701:94,47.816210,-122.319400,40076,8159.28
701:94,47.816290,-122.319340,40077,8169.25
701:94,47.816370,-122.319270,40078,8179.58
701:94,47.816490,-122.319160,40079,8195.25
701:94,47.816690,-122.318990,40080,8220.88
701:94,47.816870,-122.318830,40081,8244.23
701:94,47.817420,-122.318350,40082,8315.16
701:94,47.817570,-122.318230,40083,8334.12
701:94,47.817840,-122.318000,40084,8368.71
701:94,47.817961,-122.317894,40085,8384.35
701:94,47.818080,-122.317790,50002,8399.71
701:94,47.818310,-122.317580,50003,8429.73
701:94,47.818480,-122.317440,50004,8451.34
701:94,47.818550,-122.317380,50005,8460.30
701:94,47.818750,-122.317210,50006,8485.94
701:94,47.818980,-122.317010,50007,8515.56
701:94,47.819070,-122.316930,50008,8527.24
701:94,47.819210,-122.316810,50009,8545.19
701:94,47.819520,-122.316540,50010,8585.15
701:94,47.819650,-122.316430,50011,8601.79
701:94,47.819700,-122.316390,50012,8608.10
701:94,47.819810,-122.316300,50013,8622.06
701:94,47.820160,-122.315990,50014,8667.35
701:94,47.820370,-122.315810,50015,8694.33
701:94,47.820440,-122.315750,50016,8703.29
701:94,47.820850,-122.315400,50017,8755.90
701:94,47.821190,-122.315100,50018,8799.88
701:94,47.821550,-122.314790,50019,8846.12
701:94,47.821730,-122.314630,50020,8869.47
701:94,47.821812,-122.314558,50021,8880.04
701:94,47.821890,-122.314490,60002,8890.10
701:94,47.822130,-122.314280,60003,8921.07
701:94,47.822320,-122.314120,60004,8945.33
701:94,47.822450,-122.314010,60005,8961.97
701:94,47.822570,-122.313900,60006,8977.67
701:94,47.822660,-122.313820,60007,8989.31
701:94,47.822780,-122.313720,60008,9004.61
701:94,47.822970,-122.313560,60009,9028.91
701:94,47.823080,-122.313470,60010,9042.84
701:94,47.823270,-122.313310,60011,9067.13
701:94,47.823360,-122.313240,60012,9078.44
701:94,47.823470,-122.313140,60013,9092.76
701:94,47.823530,-122.313090,60014,9100.41
701:94,47.823620,-122.313010,60015,9112.06
701:94,47.823800,-122.312860,60016,9135.01
701:94,47.823880,-122.312790,60017,9145.34
701:94,47.823960,-122.312720,60018,9155.67
701:94,47.824010,-122.312680,60019,9161.98
701:94,47.824150,-122.312560,60020,9179.97
701:94,47.824310,-122.312420,60021,9200.60
701:94,47.824410,-122.312330,60022,9213.59
701:94,47.824470,-122.312280,60023,9221.24
701:94,47.824750,-122.312030,60024,9257.57
701:94,47.825020,-122.311800,60025,9292.19
701:94,47.825210,-122.311640,60026,9316.46
701:94,47.825590,-122.311310,60027,9365.41
701:94,47.825790,-122.311140,60028,9391.04
701:94,47.825890,-122.311050,60029,9404.02
701:94,47.826060,-122.310900,60030,9426.00
701:94,47.826300,-122.310700,60031,9456.60
701:94,47.826380,-122.310630,60032,9466.94
701:94,47.826550,-122.310470,60033,9489.31
701:94,47.826630,-122.310400,60034,9499.64
701:94,47.826860,-122.310200,60035,9529.30
701:94,47.826960,-122.310110,60036,9542.28
701:94,47.827010,-122.310070,60037,9548.62
701:94,47.827190,-122.309920,60038,9571.57
701:94,47.827280,-122.309840,60039,9583.25
701:94,47.827440,-122.309700,60040,9603.88
701:94,47.827520,-122.309640,60041,9613.85
701:94,47.827750,-122.309440,60042,9643.48
701:94,47.827860,-122.309350,60043,9657.44
701:94,47.828350,-122.308920,60044,9720.71
701:94,47.828830,-122.308510,60045,9782.25
701:94,47.828970,-122.308390,60046,9800.23
701:94,47.829190,-122.308200,60047,9828.52
701:94,47.829860,-122.307620,60048,9914.75
701:94,47.830200,-122.307320,60049,9958.73
701:94,47.830270,-122.307260,60050,9967.72
701:94,47.830470,-122.307090,60051,9993.32
701:94,47.830630,-122.306950,60052,10013.96
701:94,47.830930,-122.306690,60053,10052.58
701:94,47.831120,-122.306520,60054,10077.24
701:94,47.831540,-122.306160,60055,10131.16
701:94,47.831610,-122.306100,60056,10140.12
701:94,47.831750,-122.305980,60057,10158.10
701:94,47.831870,-122.305880,60058,10173.37
701:94,47.831950,-122.305810,60059,10183.70
701:94,47.832090,-122.305690,60060,10201.66
701:94,47.832190,-122.305600,60061,10214.64
701:94,47.832470,-122.305360,60062,10250.58
701:94,47.832660,-122.305200,60063,10274.84
701:94,47.832780,-122.305090,60064,10290.54
701:94,47.833010,-122.304890,60065,10320.16
701:94,47.833230,-122.304700,60066,10348.48
701:94,47.833470,-122.304490,60067,10379.45
701:94,47.833840,-122.304170,60068,10427.06
701:94,47.833970,-122.304060,60069,10443.70
701:94,47.834180,-122.303880,60070,10470.67
701:94,47.834360,-122.303720,60071,10493.99
701:94,47.834470,-122.303620,60072,10508.31
701:94,47.834560,-122.303540,60073,10519.99
701:94,47.834630,-122.303480,60074,10528.95
701:94,47.834690,-122.303430,60075,10536.60
701:94,47.834930,-122.303220,60076,10567.57
701:94,47.835040,-122.303130,60077,10581.53
701:94,47.835120,-122.303060,60078,10591.86
701:94,47.835380,-122.302830,60079,10625.51
701:94,47.835590,-122.302650,60080,10652.45
701:94,47.835860,-122.302410,60081,10687.48
701:94,47.835930,-122.302350,60082,10696.44
701:94,47.836200,-122.302120,60083,10731.03
701:94,47.836360,-122.301980,60084,10751.67
701:94,47.836560,-122.301800,60085,10777.67
701:94,47.836640,-122.301730,60086,10788.00
701:94,47.836760,-122.301630,60087,10803.30
701:94,47.836820,-122.301580,60088,10810.95
701:94,47.837340,-122.301140,60089,10877.49
701:94,47.837390,-122.301090,60090,10884.19
701:94,47.837810,-122.300730,60091,10938.11
701:94,47.838030,-122.300540,60092,10966.37
701:94,47.838210,-122.300380,60093,10989.72
701:94,47.838470,-122.300160,60094,11022.97
701:94,47.838550,-122.300090,60095,11033.30
701:94,47.838580,-122.300060,60096,11037.33
701:94,47.838700,-122.299960,60097,11052.63
701:94,47.838820,-122.299860,60098,11067.93
701:94,47.838930,-122.299760,60099,11082.25
701:94,47.839170,-122.299560,60100,11112.86
701:94,47.839622,-122.299169,60101,11170.98
701:94,47.839840,-122.298980,70002,11199.11
701:94,47.839880,-122.298940,70003,11204.48
701:94,47.840010,-122.298830,70004,11221.12
701:94,47.840160,-122.298700,70005,11240.38
701:94,47.840350,-122.298540,70006,11264.68
701:94,47.840490,-122.298420,70007,11282.66
701:94,47.840620,-122.298300,70008,11299.67
701:94,47.840680,-122.298250,70009,11307.32
701:94,47.841030,-122.297950,70010,11352.25
701:94,47.841440,-122.297600,70011,11404.82
701:94,47.841660,-122.297400,70012,11433.50
701:94,47.841980,-122.297130,70013,11474.44
701:94,47.842460,-122.296720,70014,11535.98
701:94,47.842590,-122.296620,70015,11552.29
701:94,47.842920,-122.296360,70016,11593.80
701:94,47.843350,-122.296070,70017,11646.32
701:94,47.843510,-122.295970,70018,11665.61
701:94,47.843600,-122.295910,70019,11676.55
701:94,47.843930,-122.295750,70020,11715.14
701:94,47.843970,-122.295730,70021,11719.83
701:94,47.844010,-122.295710,70022,11724.53
701:94,47.844340,-122.295570,70023,11762.69
701:94,47.844570,-122.295470,70024,11789.33
701:94,47.844650,-122.295440,70025,11798.50
701:94,47.844870,-122.295350,70026,11823.89
701:94,47.845010,-122.295290,70027,11840.08
701:94,47.845200,-122.295210,70028,11862.05
701:94,47.845340,-122.295150,70029,11878.24
701:94,47.845500,-122.295090,70030,11896.59
701:94,47.845530,-122.295080,70031,11900.00
701:94,47.845820,-122.294970,70032,11933.29
701:94,47.845940,-122.294920,70033,11947.12
701:94,47.845980,-122.294910,70034,11951.60
701:94,47.846160,-122.294840,70035,11972.27
701:94,47.846540,-122.294680,70036,12016.22
701:94,47.847030,-122.294490,70037,12072.52
701:94,47.847110,-122.294460,70038,12081.69
701:94,47.847180,-122.294430,70039,12089.80
701:94,47.847320,-122.294380,70040,12105.83
701:94,47.847540,-122.294300,70041,12131.01
701:94,47.847620,-122.294270,70042,12140.21
701:94,47.847730,-122.294220,70043,12152.99
701:94,47.847820,-122.294190,70044,12163.26
701:94,47.847880,-122.294170,70045,12170.08
701:94,47.847950,-122.294140,70046,12178.19
701:94,47.848500,-122.293920,70047,12241.53
701:94,47.848670,-122.293860,70048,12260.95
701:94,47.848790,-122.293810,70049,12274.78
701:94,47.848920,-122.293760,70050,12289.72
701:94,47.849090,-122.293690,70051,12309.35
701:94,47.849320,-122.293600,70052,12335.77
701:94,47.849420,-122.293560,70053,12347.30
701:94,47.849640,-122.293470,70054,12372.65
701:94,47.850170,-122.293260,70055,12433.68
701:94,47.850730,-122.293040,70056,12498.08
701:94,47.851070,-122.292910,70057,12537.12
701:94,47.851280,-122.292830,70058,12561.23
701:94,47.851340,-122.292800,70059,12568.28
701:94,47.851570,-122.292710,70060,12594.73
701:94,47.851710,-122.292660,70061,12610.73
701:94,47.851810,-122.292620,70062,12622.26
701:94,47.852260,-122.292420,70063,12674.50
701:94,47.852340,-122.292390,70064,12683.67
701:94,47.852530,-122.292310,70065,12705.62
701:94,47.852610,-122.292280,70066,12714.82
701:94,47.852950,-122.292110,70067,12754.72
701:94,47.853080,-122.292040,70068,12770.11
701:94,47.853300,-122.291900,70069,12796.69
701:94,47.853530,-122.291760,70070,12824.34
701:94,47.853640,-122.291680,70071,12837.93
701:94,47.853690,-122.291640,70072,12844.27
701:94,47.854010,-122.291410,70073,12883.77
701:94,47.854400,-122.291090,70074,12933.30
701:94,47.854450,-122.291040,70075,12940.01
701:94,47.854660,-122.290860,70076,12966.95
701:94,47.854990,-122.290550,70077,13010.36
701:94,47.855060,-122.290480,70078,13019.74
701:94,47.855290,-122.290270,70079,13049.77
701:94,47.855390,-122.290170,70080,13063.15
701:94,47.856130,-122.289490,70081,13159.89
701:94,47.856220,-122.289400,70082,13171.96
701:94,47.856650,-122.289000,70083,13228.35
701:94,47.856930,-122.288740,70084,13265.05
701:94,47.857360,-122.288330,70085,13321.86
701:94,47.857580,-122.288130,70086,13350.54
701:94,47.857740,-122.287980,70087,13371.58
701:94,47.858010,-122.287730,70088,13406.93
701:94,47.858130,-122.287620,70089,13422.63
701:94,47.858360,-122.287410,70090,13452.62
701:94,47.858550,-122.287230,70091,13477.68
701:94,47.858730,-122.287060,70092,13501.39
701:94,47.858930,-122.286870,70093,13527.79
701:94,47.859070,-122.286740,70094,13546.13
701:94,47.859240,-122.286580,70095,13568.51
701:94,47.859390,-122.286440,70096,13588.20
701:94,47.859550,-122.286290,70097,13609.23
701:94,47.860010,-122.285860,70098,13669.67
701:94,47.860260,-122.285630,70099,13702.38
701:94,47.860450,-122.285450,70100,13727.43
701:94,47.860480,-122.285420,70101,13731.45
701:94,47.860770,-122.285150,70102,13769.52
701:94,47.860920,-122.285010,70103,13789.21
701:94,47.861000,-122.284940,70104,13799.55
701:94,47.861150,-122.284790,70105,13819.66
701:94,47.861260,-122.284690,70106,13833.99
701:94,47.861400,-122.284560,70107,13852.37
701:94,47.861490,-122.284480,70108,13864.01
701:94,47.861620,-122.284360,70109,13881.05
701:94,47.861650,-122.284330,70110,13885.04
701:94,47.861790,-122.284210,70111,13902.99
701:94,47.861850,-122.284150,70112,13911.04
701:94,47.861910,-122.284100,70113,13918.69
701:94,47.862210,-122.283820,70114,13958.07
701:94,47.862260,-122.283770,70115,13964.78
701:94,47.862330,-122.283710,70116,13973.74
701:94,47.862590,-122.283460,70117,14008.18
701:94,47.862770,-122.283290,70118,14031.92
701:94,47.862920,-122.283150,70119,14051.61
701:94,47.862960,-122.283110,70120,14056.98
701:94,47.863100,-122.282980,70121,14075.33
701:94,47.863190,-122.282900,70122,14086.97
701:94,47.863440,-122.282670,70123,14119.68
701:94,47.863590,-122.282530,70124,14139.37
701:94,47.863630,-122.282490,70125,14144.73
701:94,47.863730,-122.282400,70126,14157.75
701:94,47.863820,-122.282310,70127,14169.82
701:94,47.864021,-122.282129,70128,14195.91
701:94,47.864230,-122.281940,80002,14223.16
701:94,47.864680,-122.281510,80003,14282.62
701:94,47.864730,-122.281470,80004,14288.96
701:94,47.865020,-122.281200,80005,14327.00
701:94,47.865390,-122.280860,80006,14375.37
701:94,47.865610,-122.280640,80007,14404.85
701:94,47.865960,-122.280320,80008,14450.57
701:94,47.866130,-122.280160,80009,14472.91
701:94,47.866460,-122.279850,80010,14516.31
701:94,47.866580,-122.279740,80011,14532.01
701:94,47.866790,-122.279550,80012,14559.32
701:94,47.866980,-122.279370,80013,14584.37
701:94,47.867410,-122.279000,80014,14639.63
701:94,47.867440,-122.278840,80015,14652.04
701:94,47.867520,-122.278750,80016,14663.23
